no,county,name,"name-for-sheet2site
sheet2site 連動","description
sheet2site 連動",座落區位,用地屬性,"link
sheet2site 連動","代表照片
sheet2site 連動",lat,lon,97x,97y,諮詢對象-民間/公部門,對策,行動類型,"Filter by this
sheet2site 連動",長版描述,"Detailed Description
sheet2site 連動","Button Text
sheet2site 連動",鄉鎮區,所有權單位,管理單位,國土利用調查代號,相關規範,縣市樹種推薦,LandScript-JPG,UnlimitedCitiesDIY-JPG,參考綠化案例,苗圃,植物園與環教場所,個案頁面連結,,推薦諮詢單位,單點多基地,Shape_Area,可種面積,再種植之面積,評估可再種植之面積
62,南投縣,埔里鎮水沙連高速公路沿線綠化,南投縣-埔里鎮水沙連高速公路沿線綠化,交通綠地提升綠覆品質,,交通綠地,https://www.facebook.com/media/set/?set=oa.3023341594451290&type=3,https://lh3.googleusercontent.com/hpaTQkEd4l8OD74L2ew0oyyDLg0HUYUieGGkPeU1thS3yr4W_YZuqp4fJVNoYapnDPdHHDINyas5DC6EmUja3uGEcM5apQhwWL8lrC_e1EXMzAnRS3227KwBEJa2Ydk4jWG3Pn3r9COssadFvhIOqoTA6FVvOwciLayCe4G55nC8eGov61FgJNgoWE_wdpkX8snEkj1RnZD6yh_KROiRq_sv46Z3ezrY41qfmFqTv4YcBD7TB6KyxqyDyPULcBzsMtDJd7DZZE5Vq7pxKfZwji9FWuSUtp_FPlf33kzDj8ZK2imOmgUih_A1Tivv5oGELO06l1feNtad6fGC6vIOtVdPnexR6e8RLsb12BnISmkE95ucJHVxwPgSA7iPU0XC1vCRfgEfTLU0GBewCCpBCBHINilCi5UgzxzXESs5BrhRDFsLJOAWIHGhhsnbFHj-vX8XmE2cOMBDrb9_wGNcAHKkE6Orbl-HVRfaRcZeWWAKvh5YPCyg6hgs0sbFvMQ2LsL4OShfN-Z8dimRASlK69KOb4HfNFr1POtBxX2oiMgt4sM73-RblJqqlfFgwLE7NqY8_ufat_HW9gHxsGsvEAAcUdGMseNC5NXKeK7tlcnbUy4YFBXgDrd_eHW0yAna7VPTBYz5EpmHF1ot7fvyDH56NbE7xn2qvbDWINp0yUC32IDJFuKXtm7KT2T_VWo=w1179-h843-no?authuser=0,23.9821319,120.9918975,,,,,【環境復育型】,"南投縣,,交通綠地,,【環境復育型】",,交通綠地提升綠覆品質 ⦿ 管理單位：交通部高速公路局,相簿 與 討論區,南投縣埔里鎮,中華民國,交通部高速公路局,90801,(需協調公部門使用最新資料查找),"南投黃肉楠,樟樹,台灣蘋果",,,"(高公局「國道樹島示範區」植樹活動,https://tw.news.yahoo.com/%E9%AB%98%E5%85%AC%E5%B1%80%E4%B8%AD%E5%8D%80%E9%A4%8A%E8%AD%B7%E5%88%86%E5%B1%80%E9%96%8B%E5%95%9F%E5%9C%8B%E9%81%93%E5%BE%A9%E8%82%B2%E9%87%8C%E7%A8%8B%E7%A2%91-152642685.html)","(魚池苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),([機構] 惠蓀苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),([機構] 春陽分場苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(南投縣-苗木申請業務窗口,https://www.nantou.gov.tw/big5/nethandling.asp?dptid=376480000&catetype=zx&cid=1426&doctype=3&docid=110#gsc.tab=0),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(下坪熱帶植物園,https://www.exfo.ntu.edu.tw/page.php?id=56)",http://tree.setnil.com/place/62/,,,,"16,832.25",0.5,0.35,"2,945.64"
63,南投縣,水里溪河濱公園,南投縣-水里溪河濱公園,河濱腹地營造棲地環境,河濱地區,,https://www.facebook.com/media/set/?set=oa.3023342497784533&type=3,https://lh3.googleusercontent.com/h8sX4Fa-vuOuvDyOsNb8wpmLse1qHZ7GM_LWMZ33e_pYFD_cNaphg8eqP3AHKxIGtNfdbMSUUk0_zuF71hym6YW4JeSBPG4U9-sFvNO0V8V4lj2t9uNwjD8zqz8guJMCHUX0If85tUTEt6FvmGu70YCwWcq7loSS8E7SrBlTCFvavOTJqgpOwKg7aw6DG5nRLcZZpYGBfObLY9EkfyEtbHoZvw05BnYjH2NeWDT65r-D1sbSrdZmpVlvD-LRR7--TQraiMbdclpqrTMUMl8eCVYk2t5haIrNQjKN0EsYzFJSL2PKG9UB62NgHg17kvcldkj6aiNBdNwBfKhN9dMpAoQnElPtYnGCuxeWaORqjRMWtmKYixh4oCHFiCgj8dBcjwcgo6vR5WguBCTpLyNXuoBVwGlX81ls3mNFvvJlElM5JfmbnJSP6soFmkH8hsmuoERQ1ZbgPWmYa2CXOAiccqEsXmo2opS9twaRKdynkLJXXLuFu6BJFRJE2ReLJ_IAdxm_bQPriewBoToRfFYtg-uJ5fLXd2XUj1Ue-BeF1XFKaOlmX6hf7VpJmTNnBJNrRRz5ufpdMBI2BZ-E5vHv8GzTHC9I4LCQ7q26KKJ0HYm66Fp9cg_IbAEmRYP3TdOzfAnEB-G2n70vj9u4jCCLcgcbq1El8GH_CzJ0yn0R5hKR-p9cSdvWDaesWhiBQAI=w1179-h843-no?authuser=0,23.8141297,120.8469729,,,,,【環境復育型】,"南投縣,河濱地區,,,【環境復育型】",,河濱腹地營造棲地環境 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,南投縣水里鄉,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),70201,(需協調公部門使用最新資料查找),,,,,"(魚池苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),([機構] 惠蓀苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),([機構] 春陽分場苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(南投縣-苗木申請業務窗口,https://www.nantou.gov.tw/big5/nethandling.asp?dptid=376480000&catetype=zx&cid=1426&doctype=3&docid=110#gsc.tab=0),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(下坪熱帶植物園,https://www.exfo.ntu.edu.tw/page.php?id=56)",http://tree.setnil.com/place/63/,,,,"53,654.41",0.1,0.35,"1,877.90"
64,南投縣,竹山鎮富州里滯洪池公園,南投縣-竹山鎮富州里滯洪池公園,期待提出與樹木共融的設施-提升綠覆率,,,https://www.facebook.com/media/set/?set=oa.3023343081117808&type=3,https://lh3.googleusercontent.com/sN1B-q05BpgUWSDSi-4RAv-YU30Yi0ErI0tnqVkzaCbwBLLdkOaVk-_Eai2lTJa3K5ilTKvhWxmxDJTjc_lvYicx2aan9MR35o5oIqk4ZlqBZ_uAPVWni6TOL61NAH2GZSlp0p9-ZaOs-TIWPZugbujzP_KVIrN4Zb7QHRt4Hgz2P9LZxVCRoOvxAwrTzW6D31tRWtM4DF9gnNWopK9tYZnT05JtV76741ZVBlsRwRqUEzdI1vMpJO-FhWRusoS7yKAcXVbNRgHJaTVflr5ZQjIm0huvtCJpgRcibrf7bQrXdozdf6bfHuvzdDdZKFDbkHhFkoAoRmQfnYMbTshrLw_CZ9yKHghMz8IwnMBeHiqiKF2SS8YfZhNQHuJupIOjE9GbgbVuwaM1RE4lhKqoIiOeQGYqhcLCTPlNqnx9vs19bAnf3Hdqb_eBJn0ukgZ8ThBRMLq96sQ14VmGkA_as5GTUkMNkvKphJTaFM-lSZtQNPl6Cj5xFnziNVrh64Lcmr1TGJjaY1S7aGlSemFLqIqY0WB6wuDWNZsZFwwT0ivzwAysDp-feqHCQtWzEv09yTxwVuuYChbqBpRiGJmMlryXvwcYy-bxmTEErx53PYGNqAknggNAQh3xpuhNPlajMWSd6aM5TVc5Eg7w1kkVNxAhSSUMsGfCioBSOuR1UHPe2Ws8E9_xU-A5zNJVS8g=w1179-h843-no?authuser=0,23.8177207,120.7517372,,,,,【環境復育型】,"南投縣,,,,【環境復育型】",,期待提出與樹木共融的設施-提升綠覆率 ⦿ 管理單位：經濟部水利署中區水資源局,相簿 與 討論區,南投縣竹山鎮,中華民國,經濟部水利署中區水資源局,70201,(需協調公部門使用最新資料查找),"南投黃肉楠,樟樹,台灣蘋果",,,"(港尾溝溪滯洪池-種植蝴蝶食草植物並搭建生態浮島,https://www.taya.com.tw/msg/msg291.html)","(魚池苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),([機構] 惠蓀苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),([機構] 春陽分場苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(南投縣-苗木申請業務窗口,https://www.nantou.gov.tw/big5/nethandling.asp?dptid=376480000&catetype=zx&cid=1426&doctype=3&docid=110#gsc.tab=0),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(下坪熱帶植物園,https://www.exfo.ntu.edu.tw/page.php?id=56)",http://tree.setnil.com/place/64/,,,,"26,495.31",0.5,0.35,"4,636.68"
65,南投縣,竹山鎮竹山國小文四校區,南投縣-竹山鎮竹山國小文四校區,期待提出與樹木共融的設施,,校園,https://www.facebook.com/media/set/?set=oa.3023344007784382&type=3,https://lh3.googleusercontent.com/auhARfENWgvuxPyJBOlw8X5jW3UWPZ7Cy8d-N2nY0Jh8k67craYru6bJqStYIn6slnlYpULxjEvFWMn5oYw2UKGIm4mA8bY0rUFoB_D_9XNs5n3iTqNEXSllgNJiHLqkpxSr-CZbqWUb5XAvCHtge4eIZPBu58-C34tLX2BqL_MrVC4qeuiw3xl-J4BUmd0glMtRjaF4Mh-p2p9wyTYpU8OkEYfCdeBEn9frDyETEvRm1PmyHCY_VXU3uMUsum8uLjWfmdWxDqkAcD0zmviNYYmuQw1HuQRV2u8ixpZ14KDEB5i3WftRm0SAKdIXQnNZXrIxteZdjtXupCllS8KOMwiCuqyN7qka5p6OCFVA7mJbT2btghR4jXfEavlZO56Hn4GJBrlvKbGArHm_fMB0AgTCuP5qV6fGBQHmUQnSgxxcVi5ArMRTIaWfkIgJ6la_2nGxpvoB-irwjBNB0P2AVPKGOsv7K7ULpLM5zH4Zszc5jrEfNxiotvJeOxUyoQCOTeU6XfhVGDvuYJ_sHk7-SDKgCWe2JrwCRJwkavnEdymVo8K_sc-1P7PYwWCdYZDhgkzzSmI3So7AzBx9bddgSKKbvHhJ4xGVpO-MDY6l9ZX_wh7qsID5ZYO5krM25TsLteT5ywQhpkDMt5nFiD8tKJcN6ByZjFuII2Cn52a8MLdBREMbktneBPJF1eGuWfs=w1179-h843-no?authuser=0,23.7549438,120.6895102,,,,營造方針：參與式規劃設計,【願景蒐集型】,"南投縣,,校園,營造方針：參與式規劃設計,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,南投縣竹山鎮,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),70201,(需協調公部門使用最新資料查找),,,,,"(魚池苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),([機構] 惠蓀苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),([機構] 春陽分場苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(南投縣-苗木申請業務窗口,https://www.nantou.gov.tw/big5/nethandling.asp?dptid=376480000&catetype=zx&cid=1426&doctype=3&docid=110#gsc.tab=0),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(下坪熱帶植物園,https://www.exfo.ntu.edu.tw/page.php?id=56)",http://tree.setnil.com/place/65/,,,,"42,328.69",0.2,0.35,"2,963.01"
66,彰化縣,田頭堤防旁綠地,彰化縣-田頭堤防旁綠地,期待提出與樹木共融的設施,,,https://www.facebook.com/media/set/?set=oa.3023344734450976&type=3,https://lh3.googleusercontent.com/z9cKr2ucfMD6n8kAr1bhDedarfTD73e7pZrX-IgqVrhJ1chjwrhQE2UdHWliblWv9-ULTtloAQy9ovOEXa2A4mY5qTvPSj7Y0vs-jdc3Ny-I35h_qWOMsxNXc6guXFdqLnnTCmyJgQimPwgkrzvcnDKByUsGeb4T56qf7VhR3K3PQ4dLaRZfLZZB2ndn7Y6E4L2FSzcfPxD5jXDKtWhY756Af2PYUZbABmYAwF8tdbiwxZMNwk-6jzUCa1RnHf6hFGJwZONou3ijo2bPEWP9ZLDFRtitPkrK9krUAAmPPqixQhSAjna4wPXbOp0qU4jmENZCIudFTvqwGwM2_nLRh6K5vIxyezRTurueXtPWfqC562iGtoycLLZuBnWTs4z4sUelHvI40khBry-IA71Ij65FiDHbVn9aAfO5Od0IEuwGMJbE8V1JT4JHzXkwKxeihLHa2HkCvyaBw3_1HK5DtVl4QkwhvmljG6hIHg-M9Tc28HNMRKz3hDwYhXEiJBH4jE3Xm74c8U1YxXDVWFAzqB67BHOec_zFdH1d6UnGtWEdA70KbSmINUw7T_HbRMy510lq89QhnICOn6JkENlCYitu38IOihX3sCqGBBUiMU5RvJY9eRjwOmSzJEcBIfQSEYGZNWJd19tPzOnktgt-s9xFddWZV0kksJW7Y7AAXDBCO6woCx5luPUqmZHpiPI=w1179-h843-no?authuser=0,23.8281766,120.4473339,,,,,【環境復育型】,"彰化縣,,,,【環境復育型】",,期待提出與樹木共融的設施 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,彰化縣竹塘鄉,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),70201,(需協調公部門使用最新資料查找),"莿桐,刺葉桂櫻",,,"(大亞電纜集團員工家庭日參與種植楝樹護台江活動,https://www.greeninside.com.tw/?p=3448)","(彰化縣 -苗木申請業務窗口,http://agriculture.chcg.gov.tw/06service/service01_con.asp?data_id=1608),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030)",,http://tree.setnil.com/place/66/,,,,"13,610.29",0.5,0.35,"2,381.80"
67,彰化縣,王功漁港活動廣場,彰化縣-王功漁港活動廣場,期待提出與樹木共融的設施,海岸-臺灣海峽,公園綠地,https://www.facebook.com/media/set/?set=oa.3075124679272981&type=3,https://lh3.googleusercontent.com/pw/ACtC-3eI-BUV6qmg-4lUIxqvSZWOeo-X7jDDv0-nqcjEwy1NpakUoFR35qKaMKNprcH7HM24fjZYzOCzEO7vYr82A-PqEBiK-AO9cYYgdFvZZnXrOaAONcfu8vgEYfa6ChZid_wy1kw1HrERe_0TFRg_lv6h1Q=w614-h353-no?authuser=0,23.969687,120.326098,,,,營造方針：減少硬舖面,【願景蒐集型】,"彰化縣,海岸-臺灣海峽,公園綠地,營造方針：減少硬舖面,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,彰化縣芳苑鄉,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),"莿桐,刺葉桂櫻",,,,"(彰化縣 -苗木申請業務窗口,http://agriculture.chcg.gov.tw/06service/service01_con.asp?data_id=1608),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030)",,http://tree.setnil.com/place/67/,,,,,,,
68,雲林縣,雲林高鐵站前綠地,雲林縣-雲林高鐵站前綠地,期待提出與樹木共融的設施,,公園綠地,https://www.facebook.com/media/set/?set=oa.3023345547784228&type=3,https://lh3.googleusercontent.com/yWXr_1Ooy7Cnmi9sd1Zxgd8IqkRhqMU4Q6cssdsXOm3LBwcG09zQkqiw55vOmsLpQu1A_J-wyuS5hVbLW7BBYj9JBFKsFJTsneaqFkKr57oKd6iQ6J6bkPWP-lmdV6VfRMLryYUaqgNTVnTJv7uHNuDwQdmcJ6ntcA4qQfK1Unl70iRjCyosVKgcbrt5nol0FpQn9qBIdcl-YEwzhuhENVfGeul8PDQ08zY7UownQgEA80T9EUMylj2FklXa7dFE9eOitIyUy26iVmdy-TGjBq-qTzIAf4kyLMDxQBKCnUp3KKrdViOrpcbGNVIv4cqzBy9A5MilFQfd_bD2Grma4wBTTU63C7A5dIirlxl9Tp09OsHEiYJWPCl47vgiDzERLtE8ZHrUUn9P2c4owVfhyj9C9qMGuLqgZzn3kG48ySt98Ob7c7El2JTVyk5CefI9tataa2wo-NDMK4F3GgW_06QkbUJUsE2Pi1PiLU3Pif14s0YiMhVatGM1Q8YM0q05oHERH5tw8h4lno9eDIE0UGC74h5N28lwdlRFGuxhQvJB1tx_MhtNwKcDsmwhrJAYTGOpY_SO8mT__GxuBbFKXNK9UZjub1sx2XcVMb_Da8wbVe7c003FNtPhGAPkJtYGluk8sr_Q5fJsLHtpb4ttYnRcbepNzDq2AZMSpajn9J1i0xqx7IDWE1y1vGOKlHc=w1179-h843-no?authuser=0,23.7370447,120.4178528,,,,,【願景蒐集型】,"雲林縣,,公園綠地,,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：交通部鐵道局,相簿 與 討論區,雲林縣虎尾鎮,中華民國,交通部鐵道局,90801,高速鐵路雲林車站特定區計畫-車專,"楓香,無患子",,,"(新北四號公園韌性都市林計畫,https://www.tfri.gov.tw/main/news_in.aspx?mnuid=5425&modid=529&nid=30214)","(雲林縣-苗木申請業務窗口,http://www4.yunlin.gov.tw/agriculture/home.jsp?serno=200710140016&menudata=AgricultureMenu&contlink=ap/down_view.jsp&dataserno=200904070017),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)",,http://tree.setnil.com/place/68/,,,,"62,621.85",0.5,0.35,"10,958.82"
69,雲林縣,斗六藝術水岸園區,雲林縣-斗六藝術水岸園區,期待提出與樹木共融的設施-善用水體提升公園生態,河濱地區,開發前用地,https://www.facebook.com/media/set/?set=oa.3023347461117370&type=3,https://lh3.googleusercontent.com/XDVw1QakW69aouPejty3bGmGmb1nSM1XwKntZN8m_NQJKdtJJ7-d2_43efy84xspFsDBJ-2fPJd18lEzwuUulpR3Bpfuts7XPABXlpwXwlcd0OIuVHSDwJL0_1Oq5pra3GZ79RRG6yIQGHf-0h1-pFwQp5FIw8ltK_Eo0YqVxhOhWX06yg1PGDH7LrSG1gUwjxKQRncVxDDdJFGs21kwM8oFXA51y4WlB7mFKM0CcNQ5pOY3c2dK5Ig8IvPYmmxfaPqLuSu3qqaFWCmetQk0UZ0FikLOaSf1LXnmnWghvR5zLF5Ic-tnJTqaMR2kQzxucTcbYcwUZ8IBxGe57Q2dDEdVUoGst_lQcJPgaSH7RDx95EqB8ejPyRBa9K-E-UpfiuU9eXmSzaK9Y6KOu3lybg1pXbumLp4hcirldDepK9BcDgrpjRmPygVZyb-CPX46piDuPNrx7IQF6K8hb6gY8HQ7HQ7vjmECD3VIbQqN60MghamKansVyTzWF9nSQqP-2azrVMKmbZ2l7hTh1QAUNymFqr5zlGimNQC3DuxeQJi0iR9rgc3Xh8vcDJtU3fr6-5G8lZk8UM9pngAPuMORMdVJ6lURJmfGdiKFmWdz6A06AElOhF_bUSuEceVb3zUbg50-fttFGbzMTC5BjpGKSNeTeR3XsybkJ7r9L8nNNzerOxVobPu8LE6P4gvcN7Y=w1179-h843-no?authuser=0,23.7008898,120.5434154,,,雲林山線社區大學&雲林溪民間關注社群,,【願景蒐集型】,"雲林縣,河濱地區,開發前用地,,【願景蒐集型】",,期待提出與樹木共融的設施-善用水體提升公園生態 ⦿ 洽詢單位：雲林山線社區大學&雲林溪民間關注社群 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,雲林縣斗六市,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),斗六(含大潭地區)都市計畫-批發市場用地-停車場用地,,,,"(宜蘭縣-蘭陽博物館停車場,https://lh3.googleusercontent.com/pw/ACtC-3dvkkFN-dcLwaWZiYGRDc_ziQgsGgVTEJe1iFT9JMBOJVM2WqlFEe-e7tzLkG8BEiqW6wFQHAbz6ko34AxdiYGSdeWffkts3SO-IP2RG95ofcZr10AEmbIG9xYBMaxQrtlsz1jYct8mgO5pw6yrM3ZB3A=w1236-h822-no?authuser=0),(嘉義縣-中正大學管理學院停車場,https://bit.ly/2Dx63JG)","(雲林縣-苗木申請業務窗口,http://www4.yunlin.gov.tw/agriculture/home.jsp?serno=200710140016&menudata=AgricultureMenu&contlink=ap/down_view.jsp&dataserno=200904070017),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)",,http://tree.setnil.com/place/69/,,,,"64,262.77",0.5,0.35,"11,245.99"
70,雲林縣,大學路三段北側大型公園,雲林縣-大學路三段北側大型公園,期待提出與樹木共融的設施,,"開發前用地,住宅區",https://www.facebook.com/media/set/?set=oa.3023348224450627&type=3,https://lh3.googleusercontent.com/7Nqr8OgFqohtp5aBDA3uPP1KpEJu5FKdVbnFEgFZtR-0QC_XSQN8xWgGwvPh1MiSWCh3GS_rAWuF8g9a50TxBrdKlGAgmI2QxZYYrRxKnRv7YWHGabNkT-DAeArS-Oi5QekLDlDS8CyKT5YQL74vTcuRB3-iwQAVOguRqS1i9r51i2alBGOIrjmx-wB26S_VzM6jL8b19s8VzXlFiIOmzD-Ksmb09GOGQkLYbYzT1A7TpIX85ndikqWs7LwyWr69unZ4l5aFiBnilH_ypT6q3PjFccvt6bnTeGPF9WGSjhyttoM_1DS4MOSQXUGoYTSFnTb8vUZQ8NDSnm41P6wn40j8A8kpp4nWmF8Rjgo8n3Vnn3SYbL-K0f6Q-qeT1xNQr-Nyf8_yyH4EjgRuoYGGcNOpUJJPuPBTJJrENI_gW5ILcIKQSbo4nzFdUMkZouJwiCneriRe6U-HZPm3quzSYPu2n1McvKUxsOwwfl-DIOQ0waICKgzk-hqmmoMm6bfnBqkqL8I7QsFLwiXqkW9-uDlZ_PRjhbTyiyjEnisW8efABetx4pNE4BVbbF26lsM75b2zFcHmdDYlGkWOEUyd6-kGhiUTvFd-iZf64C9EpqEASAm9Z7MKkWoeeuhHRGIlV1UvnDVJ5_7UX2CcHh1gmAhR_WwLRt862t_a1JVRicymDD71PxNCSBGIYADshnA=w1179-h843-no?authuser=0,23.6964985,120.5326662,,,,營造方針：參與式規劃設計,【願景蒐集型】,"雲林縣,,開發前用地,住宅區,營造方針：參與式規劃設計,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：雲林縣政府,相簿 與 討論區,雲林縣斗六市,雲林縣,雲林縣政府,(需協調公部門使用最新資料查找),住宅區-公兒用地-道路用地,,,,,"(雲林縣-苗木申請業務窗口,http://www4.yunlin.gov.tw/agriculture/home.jsp?serno=200710140016&menudata=AgricultureMenu&contlink=ap/down_view.jsp&dataserno=200904070017),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)",,http://tree.setnil.com/place/70/,,,,"22,076.56",0.5,0.35,"3,863.40"
71,雲林縣,虎尾糖鐵小旅行路線,雲林縣-虎尾糖鐵小旅行路線,綠道營造,,綠道,https://www.facebook.com/groups/573697330058183/permalink/710552026372712/,https://scontent.ftpe8-2.fna.fbcdn.net/v/t1.0-9/83429089_10158343802779038_4193871873636556836_o.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=OEb2gr9K9mwAX9NWUal&_nc_ht=scontent.ftpe8-2.fna&oh=4adff6436f39fbb4bf669e966c618b96&oe=5F4B1B7B,23.718303,120.409054,,,,營造方針：參與式規劃設計,【願景蒐集型】,"雲林縣,,綠道,營造方針：參與式規劃設計,【願景蒐集型】",，並使用 Treepedia 分析沿線街景綠視率,綠道營造，並使用 Treepedia 分析沿線街景綠視率 ⦿ 管理單位：綠道涉及多個單位,相簿 與 討論區,雲林縣虎尾鎮,綠道涉及多個單位,綠道涉及多個單位,綠道涉及多處用地,綠道涉及多處用地,"楓香,無患子",,,"(二水鄉舊糖鐵沿線植樹,https://news.ltn.com.tw/news/life/breakingnews/3123129)","(雲林縣-苗木申請業務窗口,http://www4.yunlin.gov.tw/agriculture/home.jsp?serno=200710140016&menudata=AgricultureMenu&contlink=ap/down_view.jsp&dataserno=200904070017),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)",,http://tree.setnil.com/place/71/,,,,,,,
72,雲林縣,長庚醫院雲林分院,雲林縣-長庚醫院雲林分院,期待提出與樹木共融的設施-環境療癒,,園區綠地,https://www.facebook.com/media/set/?set=oa.3023348834450566&type=3,https://lh3.googleusercontent.com/LGuv7_Y6BRjMxTdv13nI_2vvXUGZcgNdABHarpWHY5Z7208NV7P24w2CZf2j6MkY4G2yGHtghPDV3n0d4OGplPA68fsionuiXpsgYEJycywYVNwmrb8LgLGesanL3ej0b2cly7_m1B5MI6wxiuV1l4RDMf84RE0Fe4X1oZiXZ467BEJOGEKhNtsa0YpGkBU7WUatpar6A6saS_QqHdfoiTNf8dUxOXmBe71yaB3fChS390JpUmVJQU0wva7fYlNReBy-IVcJzSoLHCrcpko7PBKnDEIfFO9DZCcGrpOhnPChIeGSDHNUbnkiTfQAdaK75r5ub8m-p6eqFN7FDeZ7On8lBg5DppEbXEJTKe3vXrK6iTEKp0jIui9MJtgVzd3AtjggiI3cZEr33JXoLrlEH0IHsGKYUjntH0vfWuvGWNZ9g75QIVQGt1lbGdR6QpM-oklVYHNzMBUoDfbsG_wbe8VRDr-jE_o-qlut9sXx8Rzj3qTosEGj2QqdyTYAChuyfXSFy59Y1By4EUN3XtzzuWO5FQJbKIhhn79N4rVe_H5TCEm9Nv2eVSPTAPnXOs5faRBsmXUTVO8TxX6CpSOZBLuYBDHMUxFVl6IyFLEUYnu_vryu0ADp1gre5k1YYfOTd7V9U13LpwaEr_M95tMtDCkmzGJyAh9BdxB62CUvXgAnFosBCde-jgSMFenqFvI=w1179-h843-no?authuser=0,23.7949812,120.2177945,,,,,【願景蒐集型】,"雲林縣,,園區綠地,,【願景蒐集型】",,期待提出與樹木共融的設施-環境療癒 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,雲林縣麥寮鄉,雲林縣,(需協調公部門使用最新資料查找),90801,(需協調公部門使用最新資料查找),"楓香,無患子",,,"(高雄長庚紀念醫院院區綠化經驗,https://vision.udn.com/vision/story/121349/4634349)","(雲林縣-苗木申請業務窗口,http://www4.yunlin.gov.tw/agriculture/home.jsp?serno=200710140016&menudata=AgricultureMenu&contlink=ap/down_view.jsp&dataserno=200904070017),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)",,http://tree.setnil.com/place/72/,,,,"239,736.52",0.1,0.35,"8,390.78"
